course_name,job_recs,product_urls
Operations Management and Strategy Toolkit for Managers,"Operations Analysts,Business Analysts,Managers,Project Managers",https://www.coursera.org/learn/strategy-and-operations
Heritage under Threat,"Administrators,Teachers,Project Managers,Professors",https://www.coursera.org/learn/heritage-protection
Anticoncepción hormonal al alcance de todos,"Nurses,Medical Doctors",https://www.coursera.org/learn/anticonconcepcion-hormonal
Mandarin Chinese 2 Chinese for Beginners,"Financial Analysts,Accountants,Researchers,Consultants,Engineers",https://www.coursera.org/learn/mandarin-chinese-2
Практики оперативной аналитики в MS Excel,"Economists,Traders,Marketing Specialists,Translators,Financial Analysts",https://www.coursera.org/learn/praktiki-operativnoy-analitiki-excel
The hidden value Lean in manufacturing and services,"Process Analysts,Operations Analysts,Technical Solutions Engineers,Project Managers,Consultants",https://www.coursera.org/learn/lean-manufacturing-services
Analytic Combinatorics,"Economists,Data Engineers,Machine Learning Engineers,Researchers,Product Managers",https://www.coursera.org/learn/analytic-combinatorics
The Economics of Agro Food Value Chains,"Entrepreneurs,Economists,Marketing Specialists,Consultants,HR Specialists",https://www.coursera.org/learn/valuechains
Введение в науку о данных An Introduction to Data Science,"Scientists,Data Scientists,Financial Analysts,Technical Support Associates,Lawyers",https://www.coursera.org/learn/vvedeniye-v-nauku-o-dannykh
Психология призвания,"Human Resources,Economists,Lawyers,Musicians,Marketing Specialists",https://www.coursera.org/learn/psykhologiya-prizvaniya
Espace mondial a French vision of Global studies,"Teachers,Project Managers",https://www.coursera.org/learn/global-studies
Planification et Design de Systèmes et Technologies d Assainissement,"Researchers,Engineers,Project Managers",https://www.coursera.org/learn/sanitation-fr
Business Model Canvas A Tool for Entrepreneurs and Innovators Project Centered Course,"Entrepreneurs,User Experience Researchers,Project Coordinators,Chief Financial Officers (CFOs),Product Managers",https://www.coursera.org/learn/business-model-canvas
Web Design Wireframes to Prototypes,"Graphic Designers,Designers,UI/UX Designers,User Experience Researchers,Entrepreneurs",https://www.coursera.org/learn/web-design-wireframes-prototypes
Intercultural Communication and Conflict Resolution,"Journalists,HR Specialists,Professors,Teachers,Marketers",https://www.coursera.org/learn/intercultural-communication
Analytical Solutions to Common Healthcare Problems,"Data Analysts,Data Scientists,Product Managers,Medical Doctors,Business Analysts",https://www.coursera.org/learn/analytical-solutions-common-healthcare-problems
Ensino Híbrido Personalização e Tecnologia na Educação,"Instructional Designers,Professors,Systems Analysts,Editors,Teachers",https://www.coursera.org/learn/ensino-hibrido
Mathematics for Machine Learning Linear Algebra,"Machine Learning Engineers,Data Scientists,Biostatisticians,Data Analysts,Software Engineers",https://www.coursera.org/learn/linear-algebra-machine-learning
Open Source tools for Data Science,"Data Analysts,Risk Managers,Process Analysts,Business Analysts,Data Scientists",https://www.coursera.org/learn/open-source-tools-for-data-science
Calvin Histoire et réception d une Réforme,"Lawyers,Project Managers,Professors,Teachers",https://www.coursera.org/learn/calvin
Internet Connection How to Get Online,"Communication Technicians,Technical Support Associates,Security Engineers,IT Support,System Administrators",https://www.coursera.org/learn/internet-connection-how-to-get-online
Introduction to Game Design,"UI/UX Designers,Artists,Designers,Graphic Designers,Translators",https://www.coursera.org/learn/game-design
Pricing Strategy in Practice,"Chief Financial Officers (CFOs),Financial Advisors,Marketing Specialists,Business Analysts,Entrepreneurs",https://www.coursera.org/learn/uva-darden-bcg-pricing-strategy-practice
Managing Your Money MBA Insights for Undergraduates,"Financial Advisors,Account Managers,Receptionists,Pharmacists,Scientists",https://www.coursera.org/learn/managingmoney
Career Options Exploring a New Career,"Business Analysts,Consultants,Teachers",https://www.coursera.org/learn/career-exploration
c 高级编程,"Data Scientists,Software Engineers",https://www.coursera.org/learn/csharp-gaoji-biancheng
Culminating Project in Health Informatics,"Nurses,Medical Doctors,Data Scientists",https://www.coursera.org/learn/culminating-project-course-in-health-informatics
Managing as a Coach,"HR Specialists,Risk Managers,Pharmacists,Program Managers,Therapists",https://www.coursera.org/learn/managing-as-a-coach
Philosophy and the Sciences Introduction to the Philosophy of Cognitive Sciences,"Psychiatrists,User Experience Researchers,Translators,Tutors,Psychologists",https://www.coursera.org/learn/philosophy-cognitive-sciences
Introduction into General Theory of Relativity,"Tutors,Scientists,Professors,Artists,Data Scientists",https://www.coursera.org/learn/general-relativity
Osteoarchaeology The Truth in Our Bones,"Receptionists,Retailers,Translators,Medical Doctors,Photographers",https://www.coursera.org/learn/truthinourbones-osteoarchaeology-archaeology
The Outcomes and Interventions of Health Informatics,"Nurses,Pharmacists,Medical Doctors,Data Scientists,Consultants",https://www.coursera.org/learn/the-outcomes-and-interventions-of-health-informatics
Planet Earth and You,"Geologists,Teachers,IT Support,Professors,Researchers",https://www.coursera.org/learn/planet-earth
Evaluación de inversiones en Bienes de Capital,"Economists,Accountants,Financial Analysts,Engineers,Chief Executive Officers (CEOs)",https://www.coursera.org/learn/evaluaciondeinversiones
Аддитивные технологии 3D печать Вводный курс,"Entrepreneurs,Researchers,Engineers,Professors",https://www.coursera.org/learn/additivnye-tekhnologii
Brand New Brand,"Graphic Designers,Designers,Photographers,Artists,Marketers",https://www.coursera.org/learn/brand-new-brand
Command Line Tools for Genomic Data Science,"Biologists,Biostatisticians,Scientists,Researchers,Data Scientists",https://www.coursera.org/learn/genomic-tools
Introdução ao Teste de Software,"Systems Analysts,IT Support,Technical Support Associates,Filmmakers,Analysts (General)",https://www.coursera.org/learn/intro-teste-de-software
Building the Business Model for Corporate Entrepreneurs,"Entrepreneurs,Consultants,Machine Learning Engineers,Data Analysts,Business Analysts",https://www.coursera.org/learn/corporate-entrepreneurs-business-model
Healthcare Data Models,"Data Analysts,Business Analysts,Research Assistants,Product Managers,Medical Doctors",https://www.coursera.org/learn/healthcare-data-models
Material Processing,"Technical Solutions Engineers,Researchers,Engineers,Machine Learning Engineers,Technical Support Associates",https://www.coursera.org/learn/material-science-engineering
Essential Cloud Infrastructure Foundation auf Deutsch,,https://www.coursera.org/learn/gcp-infrastructure-foundation-de
Object Oriented Data Structures in C,"Machine Learning Engineers,Data Scientists,Scientists,Technical Solutions Engineers,Software Engineers",https://www.coursera.org/learn/cs-fundamentals-1
Essential Cloud Infrastructure Core Services 日本語版,"Engineers,Project Managers,Software Engineers",https://www.coursera.org/learn/gcp-infrastructure-core-services-jp
Chino básico La etiqueta social en los negocios,,https://www.coursera.org/learn/chino-etiqueta-negocios
Физика в опытах Часть 3 Колебания и молекулярная физика,,https://www.coursera.org/learn/molekulyarnaya-fizika
Machine Learning Classification,"Data Scientists,Machine Learning Engineers,Data Analysts,Risk Managers,Research Assistants",https://www.coursera.org/learn/ml-classification
Decision Criteria Applications,"Entrepreneurs,Analysts (General),Administrators,Business Analysts,Project Managers",https://www.coursera.org/learn/decision-criteria-and-applications
Cross border road transport in EU law context,"Lawyers,Professors",https://www.coursera.org/learn/transport-eu-law
Taller para la Resolucion de Conflictos Liderazgo y Desarrollo Personal,"Psychologists,Social Workers,Nutritionists,Secretaries,Lawyers",https://www.coursera.org/learn/introduccion-negociacion
Understanding child development from synapse to society,"Psychologists,Therapists,Dentists,Paralegals,Teachers",https://www.coursera.org/learn/child-development
Design Thinking and Predictive Analytics for Data Products,"Data Scientists,Chief Technology Officers (CTOs),Data Analysts,Financial Analysts,Entrepreneurs",https://www.coursera.org/learn/design-thinking-predictive-analytics-data-products
Desarrollo rápido de productos innovadores para mercados emergentes,"Graphic Designers,Marketing Specialists,Marketers,HR Specialists,Technical Solutions Engineers",https://www.coursera.org/learn/innovacion
API Design and Fundamentals of Google Cloud s Apigee API Platform,"Technical Leads,Technical Writers,Technical Solutions Engineers,Software Engineers,Product Managers",https://www.coursera.org/learn/api-design-apigee-gcp
Cameras Exposure and Photography,"Photographers,Communication Technicians,Translators,Dentists,Geologists",https://www.coursera.org/learn/exposure-photography
Integrated Analysis in Systems Biology,"Scientists,Researchers,Medical Doctors,Data Scientists,Data Analysts",https://www.coursera.org/learn/integrated-analysis
Compra programática de medios Publicidad online en tiempo real,"Marketing Specialists,Software Engineers",https://www.coursera.org/learn/compra-programatica
Architecting Smart IoT Devices,"Machine Learning Engineers,Engineers,Technical Solutions Engineers,Software Engineers,Technical Support Associates",https://www.coursera.org/learn/iot-architecture
Desarrollando tu musicalidad,"Musicians,Lawyers,Administrators,Data Scientists,Engineers",https://www.coursera.org/learn/desarrollo-musicalidad
Negociações de sucesso estratégias e habilidades essenciais em Português,"Sales Associates,Lawyers,Process Analysts,Systems Analysts,Administrators",https://www.coursera.org/learn/negociacao
Energy The Enterprise,"Engineers,Professors,Researchers,Sales Associates,Teachers",https://www.coursera.org/learn/energy-industry-overview
Generative Design for Part Consolidation,"Professors,Software Engineers",https://www.coursera.org/learn/generative-design-part-consolidation
Строим роботов и другие устройства на Arduino От светофора до 3D принтера,"Data Engineers,Technical Solutions Engineers,Data Scientists,Engineers,Project Managers",https://www.coursera.org/learn/roboty-arduino
Communicating Business Analytics Results,"Business Analysts,Pharmacists,Data Analysts,Financial Analysts,Operations Analysts",https://www.coursera.org/learn/communicating-business-analytics-results
Managing Project Risks and Changes,"Risk Managers,Project Coordinators,Project Managers,Executive Assistants,Operations Managers",https://www.coursera.org/learn/project-risk-management
Gestion et Politique de l eau,"Lawyers,Technical Support Associates,Researchers,Professors,Project Managers",https://www.coursera.org/learn/gestion-eau
Software Design as an Element of the Software Development Lifecycle,"Security Engineers,Technical Support Associates,Software Engineers,Data Scientists,Data Analysts",https://www.coursera.org/learn/software-design-development-life-cycle
The History of Modern Israel Part I From an Idea to a State,"Translators,Financial Advisors,Writers,Pharmacists,Journalists",https://www.coursera.org/learn/history-israel
Google Cloud Platform Big Data and Machine Learning Fundamentals,"Data Engineers,Data Scientists,Technical Leads,Technical Solutions Engineers,Data Analysts",https://www.coursera.org/learn/gcp-big-data-ml-fundamentals
Managing Data Analysis,"Risk Managers,Auditors,Data Scientists,Program Managers,IT Managers",https://www.coursera.org/learn/managing-data-analysis
Preparing for the Google Cloud Professional Cloud Architect Exam en Español,,https://www.coursera.org/learn/preparing-cloud-professional-cloud-architect-exam-es
离散优化建模高阶篇 Advanced Modeling for Discrete Optimization,,https://www.coursera.org/learn/lisan-youhua-jianmo-gaojiepian
Communication theory bridging academia and practice,"Public Relations Specialists,Journalists,Editors,Marketing Specialists,Researchers",https://www.coursera.org/learn/communicationtheory-academia-practice
Journalism the future and you,"Journalists,Writers,Marketing Specialists,Entrepreneurs,Teachers",https://www.coursera.org/learn/international-journalism
The World of the String Quartet,"Musicians,Filmmakers,Research Assistants,Professors,Teachers",https://www.coursera.org/learn/string-quartet
Теория вероятностей для начинающих,"System Administrators,Technical Writers,Economists,Machine Learning Engineers,Data Analysts",https://www.coursera.org/learn/probability-theory-basics
Sport Sponsorship Let them Play,"Marketing Specialists,Accountants,Lawyers,Product Managers,Marketers",https://www.coursera.org/learn/sport-sponsorship
A la recherche du Grand Paris,"Project Managers,Teachers",https://www.coursera.org/learn/grand-paris-metropole
Claves para Gestionar Personas,"Psychologists,HR Specialists,Human Resources,Administrators,Secretaries",https://www.coursera.org/learn/gestionar-personas
Desenvolvimento Ágil com Padrões de Projeto,"Systems Analysts,IT Support,Chief Executive Officers (CEOs),Business Analysts,Software Engineers",https://www.coursera.org/learn/desenvolvimento-agil-com-padroes-de-projeto
Life Health and Radiation,,https://www.coursera.org/learn/life-health-radiation
Develop and Deploy Windows Applications on Google Cloud Platform,"Technical Solutions Engineers,Data Engineers,Product Managers,Software Engineers,Machine Learning Engineers",https://www.coursera.org/learn/develop-windows-apps-gcp
Mécanique Solide Indéformable,Engineers,https://www.coursera.org/learn/mecanique-solide
Google Cloud Platform Big Data and Machine Learning Fundamentals en Español,"Chief Financial Officers (CFOs),Chief Technology Officers (CTOs),Security Engineers,Data Engineers,Data Scientists",https://www.coursera.org/learn/gcp-big-data-ml-fundamentals-es
Introduction to Philosophy,"Writers,Psychiatrists,Lawyers,Actors,Translators",https://www.coursera.org/learn/philosophy
Расстройства аутистического спектра,Teachers,https://www.coursera.org/learn/rasstrojstva-autisticheskogo-spektra
Understanding China 1700 2000 A Data Analytic Approach Part 1,"Lawyers,Data Engineers,Teachers,Researchers,Consultants",https://www.coursera.org/learn/understanding-china-history-part-1
The Strategy of Content Marketing,"Copywriters,Marketing Specialists,Marketers,Writers,Editors",https://www.coursera.org/learn/content-marketing
Understanding and Strengthening Health Systems,"Medical Doctors,Dentists,Pharmacists,Nurses,Researchers",https://www.coursera.org/learn/health-systems
Pharmaceutical and Medical Device Innovations,"Pharmacists,Scientists,Medical Doctors,Business Developers,Entrepreneurs",https://www.coursera.org/learn/pharma-medical-device-innovations
Health for All Through Primary Health Care,"Medical Doctors,Nurses,Researchers,Consultants,Project Managers",https://www.coursera.org/learn/health-for-all
Nearest Neighbor Collaborative Filtering,"Data Scientists,Machine Learning Engineers,Business Analysts,Data Engineers,Research Assistants",https://www.coursera.org/learn/collaborative-filtering
Building Resilient Streaming Systems on Google Cloud Platform 日本語版,"Engineers,Software Engineers",https://www.coursera.org/learn/building-resilient-streaming-systems-gcp-jp
Fundamentals of waves and vibrations,"User Experience Researchers,Technical Solutions Engineers,Scientists,Researchers,Machine Learning Engineers",https://www.coursera.org/learn/fundamentals-waves-vibrations
Clasificación de imágenes cómo reconocer el contenido de una imagen,"Entrepreneurs,Engineers,Data Engineers,Data Scientists,Teachers",https://www.coursera.org/learn/clasificacion-imagenes
Cloud Computing Concepts Part 1,"Machine Learning Engineers,Software Engineers,Data Scientists,Associate Directors,Technical Solutions Engineers",https://www.coursera.org/learn/cloud-computing
Corporate finance Know your numbers 2,,https://www.coursera.org/learn/corporate-finance-know-your-numbers-2
Python для анализа данных,"Biologists,Data Scientists,Data Analysts,Scientists,Data Engineers",https://www.coursera.org/learn/python-for-data-science
Calculus Single Variable Part 2 Differentiation,"Pharmacists,Machine Learning Engineers,Scientists,Financial Analysts,Writers",https://www.coursera.org/learn/differentiation-calculus
Взаимодействие языков и культур сохраняем и расширяем свою идентичность на примере изучения татарского языка как родного и иностранного,,https://www.coursera.org/learn/tatar-language-and-culture
Менеджмент профессиональной траектории,"Human Resources,HR Specialists,Data Scientists,Project Managers,Product Managers",https://www.coursera.org/learn/management-proftraektorii
Secure Networked System with Firewall and IDS,"Security Engineers,Technical Solutions Engineers,Machine Learning Engineers,Technical Support Associates,Data Engineers",https://www.coursera.org/learn/secure-networked-system-with-firewall-ids
Getting Started with Go,"Software Engineers,Chief Technology Officers (CTOs),Technical Leads,Data Scientists,Data Engineers",https://www.coursera.org/learn/golang-getting-started
Doing Clinical Research Biostatistics with the Wolfram Language,"Pharmacists,Medical Doctors,Researchers,Data Scientists",https://www.coursera.org/learn/clinical-research-biostatistics-wolfram
软件测试 Software Testing,"Technical Support Associates,IT Support,Data Engineers,Data Scientists,Software Engineers",https://www.coursera.org/learn/ruanjian-ceshi
Capstone Autonomous Runway Detection for IoT,"Engineers,Software Engineers",https://www.coursera.org/learn/autonomous-runway-detection
Serverless Machine Learning with Tensorflow on Google Cloud Platform em Português Brasileiro,,https://www.coursera.org/learn/serverless-machine-learning-gcp-br
Atención prehospitalaria del ictus agudo y selección de pacientes para tratamiento endovascular con la escala RACE,"Medical Doctors,Nurses",https://www.coursera.org/learn/ictus-agudo-escala-race
Fundamentals of Accounting Capstone,,https://www.coursera.org/learn/accounting-fundamentals-project
Introduction to Satellite Communications,"Communication Technicians,Systems Engineers,Technical Solutions Engineers,Engineers,Data Engineers",https://www.coursera.org/learn/satellite-communications
Creating and Developing a Tech Startup,"Economists,Entrepreneurs,Chief Technology Officers (CTOs),Founders,Machine Learning Engineers",https://www.coursera.org/learn/tech-startup
Version Control with Git,"Data Scientists,Biostatisticians,Software Engineers,Systems Analysts,Technical Leads",https://www.coursera.org/learn/version-control-with-git
Teach English Now Second Language Reading Writing and Grammar,"Teachers,Translators,Tutors,Marketing Specialists,Writers",https://www.coursera.org/learn/tesol-writing
ART of the MOOC Activismo y Movimientos Sociales,"Artists,Teachers",https://www.coursera.org/learn/activismo-movimientos-sociales
An Introduction to Consumer Neuroscience Neuromarketing,"Psychiatrists,Marketing Specialists,Marketers,Marketing Managers,Psychologists",https://www.coursera.org/learn/neuromarketing
Nutrition and Lifestyle in Pregnancy,"Nutritionists,Pharmacists,Medical Doctors,Nurses,Project Coordinators",https://www.coursera.org/learn/nutrition-pregnancy
In the Studio Postwar Abstract Painting,"Artists,Creative Directors,Translators,Actors,Graphic Designers",https://www.coursera.org/learn/painting
Microeconomics When Markets Fail,"Economists,Financial Analysts,Lawyers,Accountants,Data Analysts",https://www.coursera.org/learn/microeconomics-part2
基礎光學一 Introduction to Optics 1,"Machine Learning Engineers,Researchers,Engineers,Teachers",https://www.coursera.org/learn/ji-chu-guang-xue
Mathematics for Machine Learning PCA,"Machine Learning Engineers,Data Scientists,Biostatisticians,Scientists,Data Analysts",https://www.coursera.org/learn/pca-machine-learning
Games without Chance Combinatorial Game Theory,"Data Scientists,Data Engineers,Professors,Project Managers,Business Analysts",https://www.coursera.org/learn/combinatorial-game-theory
Homeland Security and Cybersecurity Future,"Consultants,Software Engineers",https://www.coursera.org/learn/homeland-security-cybersecurity-future
Simulation and modeling of natural processes,"Geologists,Researchers,Scientists,Data Scientists,Machine Learning Engineers",https://www.coursera.org/learn/modeling-simulation-natural-processes
Cybersecurity Policy for Aviation and Internet Infrastructures,"Security Engineers,Project Managers,Researchers,Consultants,Professors",https://www.coursera.org/learn/cybersecurity-policy-aviation-internet
Evolution Today,"Biologists,Translators,Data Scientists,Teachers,Medical Doctors",https://www.coursera.org/learn/evolution-today
Preparing for the Google Cloud Associate Cloud Engineer Exam,"System Administrators,IT Managers,Technical Leads,Technical Solutions Engineers,Technical Support Associates",https://www.coursera.org/learn/preparing-cloud-associate-cloud-engineer-exam
Internet of Things Capstone V2 Build a Mobile Surveillance System,"Engineers,Software Engineers,Professors",https://www.coursera.org/learn/internet-of-things-capstone-version2
Tinkering Fundamentals Circuits,"Teachers,Researchers,Professors,Chief Executive Officers (CEOs),Engineers",https://www.coursera.org/learn/tinkering-circuits
مقاييس الأعمال للشركات التي تعتمد على البيانات,,https://www.coursera.org/learn/analytics-business-metrics-ar
Intermediate Grammar Project,"Translators,Teachers,Software Engineers",https://www.coursera.org/learn/intermediate-grammar-capstone
Introduction to Recommender Systems Non Personalized and Content Based,"Data Scientists,Machine Learning Engineers,Data Engineers,Data Analysts,Chief Technology Officers (CTOs)",https://www.coursera.org/learn/recommender-systems-introduction
Introduction to Data Science in Python,"Risk Managers,Data Scientists,Data Analysts,Business Analysts,Scientists",https://www.coursera.org/learn/python-data-analysis
Managing an Agile Team,"Program Managers,Project Managers,Chief Financial Officers (CFOs),Product Managers,Process Analysts",https://www.coursera.org/learn/uva-darden-agile-team-management
Microeconomics Principles,"Economists,Program Coordinators,Assistants,Traders,Retailers",https://www.coursera.org/learn/microeconomics
Understanding Plants Part II Fundamentals of Plant Biology,"Biologists,Scientists,Artists,Photographers,Teachers",https://www.coursera.org/learn/plant-biology
Юридическое оформление инвестиционных идей,"Lawyers,Risk Managers,Financial Analysts,Data Engineers,Accountants",https://www.coursera.org/learn/law-invest-ideas
Content Strategy for Professionals Capstone Project,"Marketing Specialists,Marketers",https://www.coursera.org/learn/content-strategy-project
Spanish for Successful Communication in Healthcare Settings,"Nurses,Paramedics,Medical Doctors,Therapists,Translators",https://www.coursera.org/learn/spanish-in-healthcare-settings
Supply Chain Principles,"Process Analysts,Operations Analysts,Pharmacists,Technical Solutions Engineers,Chief Operations Officers (COOs)",https://www.coursera.org/learn/supply-chain-principles
Surviving Disruptive Technologies On Demand,"Data Scientists,Managers,Software Engineers",https://www.coursera.org/learn/surviving-disruptive-technologies
Epidemiology in Public Health Practice,"Medical Doctors,Pharmacists,Dentists,Program Coordinators,Nurses",https://www.coursera.org/learn/epidemiology-public-health
Understanding Prostate Cancer,"Medical Doctors,Biologists,Pharmacists,Nurses,Scientists",https://www.coursera.org/learn/prostate-cancer
Introducción al Arte Sonoro,,https://www.coursera.org/learn/introduccion-arte-sonoro
The Importance of Listening,"Marketing Specialists,Community Managers,Marketing Managers,Real Estate Brokers,Marketers",https://www.coursera.org/learn/importance-of-listening
Advertising and Society,"Editors,Marketing Specialists,Public Relations Specialists,Account Managers,Marketers",https://www.coursera.org/learn/role-of-advertising
Sit Less Get Active,"Retailers,Customer Service Agents,Technical Writers,Entrepreneurs,Librarians",https://www.coursera.org/learn/get-active
Comunicación experimentación y aprendizaje en liderazgo,"Psychologists,Engineers,Data Analysts,Project Managers,Professors",https://www.coursera.org/learn/comunicacion-experimentacion-aprendizaje
Unity Services Implementation,"Software Engineers,Engineers",https://www.coursera.org/learn/unity-services-implementation
Taxation of Business Entities I Corporations,"Accountants,Lawyers,Financial Advisors,Financial Analysts,Entrepreneurs",https://www.coursera.org/learn/taxation-business-entities-part-1
Myocardial Infarction,"Paramedics,Medical Doctors,Nurses,Pharmacists,Therapists",https://www.coursera.org/learn/infarction
Industrial IoT on Google Cloud Platform,"Technical Solutions Engineers,Data Engineers,Chief Technology Officers (CTOs),Security Engineers,Machine Learning Engineers",https://www.coursera.org/learn/iiot-google-cloud-platform
Preparing for the Google Cloud Professional Data Engineer Exam em Português Brasileiro,,https://www.coursera.org/learn/preparing-cloud-professional-data-engineer-exam-br
General Academic English,"Marketing Specialists,Teachers,Software Engineers",https://www.coursera.org/learn/general-academic-english
Advanced System Security Topics,"Data Engineers,Business Analysts,Software Engineers,Data Scientists,Professors",https://www.coursera.org/learn/advanced-system-security-topics
Developing Data Products,"Data Scientists,Data Analysts,Risk Managers,Biologists,Business Analysts",https://www.coursera.org/learn/data-products
Aléatoire une introduction aux probabilités Partie 1,"Data Engineers,Data Scientists,Data Analysts,Project Managers,Researchers",https://www.coursera.org/learn/probabilites-1
Инвестиции в облигации,"Financial Analysts,Economists,Accountants,Data Analysts,Analysts (General)",https://www.coursera.org/learn/investicii-obligacii
Object Oriented Programming in Java,"Machine Learning Engineers,Software Engineers,Data Engineers,Data Scientists,Technical Writers",https://www.coursera.org/learn/object-oriented-java
Viral Marketing and How to Craft Contagious Content,"Marketing Specialists,Marketers,Marketing Managers,Community Managers,Copywriters",https://www.coursera.org/learn/wharton-contagious-viral-marketing
Alimentación y dietética para una vuelta al mundo a vela,"Nutritionists,Chefs,Receptionists,Medical Doctors,Teachers",https://www.coursera.org/learn/alimentacion-vuelta-al-mundo
Designing data intensive applications,"Data Scientists,Machine Learning Engineers,Data Engineers,Software Engineers,Data Analysts",https://www.coursera.org/learn/data-intensive-applications
Doping Sports Organizations and Sciences,"Lawyers,Business Analysts,Researchers,Professors,Teachers",https://www.coursera.org/learn/doping
Drug Commercialization,"Pharmacists,Biologists,Scientists,Researchers,Medical Doctors",https://www.coursera.org/learn/drug-commercialization
Sustainable Vikings Sustainability Corporate Social Responsibility in Scandinavia,"Marketing Specialists,Project Managers,Administrators,Data Analysts,Consultants",https://www.coursera.org/learn/sustainability-csr-scandinavia
Linear Regression for Business Statistics,"Risk Managers,Business Analysts,Data Analysts,Marketing Specialists,Economists",https://www.coursera.org/learn/linear-regression-business-statistics
English Composition I,"User Experience Researchers,Chemists,Translators,Artists,Biologists",https://www.coursera.org/learn/english-composition
MOOC and Blended Learning,,https://www.coursera.org/learn/mooc-blended-learning
Business English Final Project,Teachers,https://www.coursera.org/learn/english-for-business-project
Management Fundamentals,"Medical Doctors,Executive Directors,Associates,Customer Care Reps,Entrepreneurs",https://www.coursera.org/learn/management-fundamentals-healthcare-administrators
University Teaching,"Professors,Researchers,Teachers,Filmmakers,Research Assistants",https://www.coursera.org/learn/university-teaching
Entrepreneurship II Preparing for Launch,"Marketing Specialists,Product Managers,Business Developers,Entrepreneurs,Project Managers",https://www.coursera.org/learn/entrepreneurship-2
Medical Cannabis for Pain Control,"Medical Doctors,Pharmacists,Auditors,Nurses,Therapists",https://www.coursera.org/learn/medical-cannabis-pain-control
Character Design for Video Games,"Artists,Designers,Graphic Designers,Account Managers,Machine Learning Engineers",https://www.coursera.org/learn/game-character-design
Advanced Valuation and Strategy M A Private Equity and Venture Capital,"Chief Financial Officers (CFOs),Financial Analysts,Financial Advisors,Risk Managers,Economists",https://www.coursera.org/learn/advanced-valuation-and-strategy
Traditional herbal medicine in supportive cancer care From alternative to integrative,"Nutritionists,Nurses,Pharmacists,Medical Doctors,Scientists",https://www.coursera.org/learn/cancer-medicine-alternative-herbal-asia
Algorithmic Thinking Part 1,"Data Engineers,Software Engineers,Entrepreneurs,Data Scientists,Machine Learning Engineers",https://www.coursera.org/learn/algorithmic-thinking-1
Michigan Sport Related Concussion Training Certification,,https://www.coursera.org/learn/michigan-sport-related-concussion-training-certification
Communication in the 21st Century Workplace,"Customer Care Reps,Community Managers,Operations Managers,Project Managers,Business Developers",https://www.coursera.org/learn/communication-in-the-workplace
Introduction to the Nonprofit Sector Nonprofit Organizations Nonprofit Leadership and Governance,"Social Workers,Executive Directors,Public Relations Specialists,Lawyers,Presidents",https://www.coursera.org/learn/nonprofit-organizations
Introdução ao Big Data,"Systems Analysts,Process Analysts,Marketing Analysts,Business Analysts,IT Support",https://www.coursera.org/learn/introducao-big-data
Measuring Disease in Epidemiology,"Medical Doctors,Pharmacists,Researchers,Data Scientists,Research Assistants",https://www.coursera.org/learn/measuring-disease-epidemiology
Practical SAS Programming and Certification Review,"Data Analysts,Data Scientists,Business Analysts,Analysts (General),Research Assistants",https://www.coursera.org/learn/sas-programming-certification-review
Data Processing Using Python,"Data Analysts,Machine Learning Engineers,Technical Solutions Engineers,Financial Analysts,Data Scientists",https://www.coursera.org/learn/python-data-processing
生物学概念与途径,Researchers,https://www.coursera.org/learn/biologyconcept
Estatística não paramétrica para a tomada de decisão,"Professors,Financial Analysts,Administrators,Analysts (General),Lawyers",https://www.coursera.org/learn/estatistica-nao-parametrica
Principles of Game Design,"UI/UX Designers,Writers,Designers,Entrepreneurs,Product Managers",https://www.coursera.org/learn/gamedesign
Saúde Baseada em Evidências,"Nutritionists,Nurses,Medical Doctors,Pharmacists,Professors",https://www.coursera.org/learn/sbe
编剧 像导演一样编剧,,https://www.coursera.org/learn/bian-ju
Foundations of Teaching for Learning Introduction to Student Assessment,"Teachers,Professors,Entrepreneurs,Researchers",https://www.coursera.org/learn/learning-assessment
Introduction to People Analytics,"HR Specialists,Human Resources,Editors,Data Scientists,Data Analysts",https://www.coursera.org/learn/people-analytics
Exploratory Data Analysis,"Data Analysts,Data Scientists,Biostatisticians,Risk Managers,User Experience Researchers",https://www.coursera.org/learn/exploratory-data-analysis
Statistics for International Business,"Accountants,Marketers,Sales Associates,Data Analysts,Consultants",https://www.coursera.org/learn/statistics-international-business
發展心理學 哲學觀與方法論 Developmental Psychology Philosophical Bases and Methodology,"Sales Associates,Professors",https://www.coursera.org/learn/developmental-psychology
Convolutional Neural Networks in TensorFlow,"Machine Learning Engineers,Data Scientists,Chief Technology Officers (CTOs),Data Engineers,Biostatisticians",https://www.coursera.org/learn/convolutional-neural-networks-tensorflow
Tinkering Fundamentals Motion and Mechanisms,"Teachers,Researchers,Data Analysts,Software Engineers",https://www.coursera.org/learn/tinkering-motion-mechanisms
Managerial Economics and Business Analysis Capstone,,https://www.coursera.org/learn/managerial-economics-capstone
Materials Science 10 Things Every Engineer Should Know,"Engineers,Technical Solutions Engineers,Machine Learning Engineers,Scientists,Researchers",https://www.coursera.org/learn/materials-science
Constructivism and Mathematics Science and Technology Education,,https://www.coursera.org/learn/constructivism
Introduction to Structured Query Language SQL,"Process Analysts,Data Analysts,Risk Managers,Business Analysts,Associate Directors",https://www.coursera.org/learn/intro-sql
Requirements Specifications Goals and Conflict Analysis,"Business Analysts,Entrepreneurs,Data Engineers,Product Managers,Data Analysts",https://www.coursera.org/learn/requirements-specification-goals
